timestamp,open,high,low,close,adjusted close,volume,dividend amount
2016-07-22,98.7000,101.0000,98.3100,98.6600,95.3184,147565456,0.0000
2016-07-15,96.7500,99.3000,96.7300,98.7800,95.4344,142910566,0.0000
2016-07-08,95.3900,96.8900,94.3700,96.6800,93.4055,112705961,0.0000
2016-07-01,93.0000,96.4650,91.5000,95.8900,92.6422,185461004,0.0000
2016-06-24,96.0000,96.8900,92.6500,93.4000,90.2366,206728924,0.0000
2016-06-17,98.6900,99.1200,95.3000,95.3300,92.1012,191732699,0.0000
2016-06-10,97.9900,101.8900,97.5500,98.8300,95.4827,124864375,0.0000
2016-06-03,99.6000,100.4000,96.6300,97.9200,94.6035,140176985,0.0000
2016-05-27,95.8700,100.7300,95.6700,100.3500,96.9512,204473324,0.0000
2016-05-20,92.3900,95.4300,91.6500,95.2200,91.9949,212707154,0.0000
2016-05-13,93.0000,93.7700,89.4700,90.5200,87.4541,216049836,0.0000
2016-05-06,93.9650,95.9000,91.8500,92.7200,89.5796,225607242,0.5700
2016-04-29,105.0000,105.6500,92.5100,93.7400,90.0148,349424063,0.0000
2016-04-22,108.8900,108.9500,104.6200,105.6800,101.4803,189053016,0.0000
2016-04-15,108.9700,112.3900,108.6600,109.8500,105.4846,162310051,0.0000
2016-04-08,110.4200,112.1900,108.1210,108.6600,104.3419,145722543,0.0000
2016-04-01,106.0000,110.4200,104.8800,109.9900,105.6190,147965003,0.0000
2016-03-24,105.9300,107.6500,104.8900,105.6700,101.4707,119783503,0.0000
2016-03-18,101.9100,106.5000,101.7800,105.9200,101.7107,182073165,0.0000
2016-03-11,102.3900,102.8300,100.1500,102.2600,98.1962,155221501,0.0000
2016-03-04,96.8600,103.7500,96.6500,103.0100,98.9164,201803826,0.0000
2016-02-26,96.3100,98.0237,93.3200,96.9100,93.0588,159052926,0.0000
2016-02-19,95.0200,98.8900,94.6100,96.0400,92.2234,168316315,0.0000
2016-02-12,93.1300,96.3500,92.5900,93.9900,90.2548,231122263,0.0000
2016-02-05,96.4700,97.3300,93.6900,94.0200,90.2837,217154766,0.5200
2016-01-29,101.5200,101.5300,92.3900,97.3400,92.9712,380336530,0.0000
2016-01-22,98.4100,101.4600,93.4200,101.4200,96.8681,243384093,0.0000
2016-01-15,98.9700,101.1900,95.3600,97.1300,92.7707,304337253,0.0000
2016-01-08,102.6100,105.8500,96.4300,96.9600,92.6083,343790211,0.0000
2015-12-31,107.5900,109.4300,104.8200,105.2600,100.5358,123761546,0.0000
2015-12-24,107.2800,109.0000,105.5700,108.0300,103.1815,126634011,0.0000
2015-12-18,112.1800,112.8000,105.8100,106.0300,101.2712,315791335,0.0000
2015-12-11,118.9800,119.8600,112.8510,113.1800,108.1003,188853944,0.0000
2015-12-04,117.9900,119.4100,114.2200,119.0300,113.6878,206765745,0.0000
2015-11-27,119.2700,119.7300,117.1200,117.8100,112.5225,109720453,0.0000
2015-11-20,111.3800,119.9200,111.0000,119.3000,113.9457,189947415,0.0000
2015-11-13,120.9600,121.8100,112.2700,112.3400,107.2980,216555289,0.0000
2015-11-06,119.8700,123.8200,119.6100,121.0600,115.6267,195203256,0.5200
2015-10-30,118.0800,121.2200,113.9900,119.5000,113.6480,322362121,0.0000
2015-10-23,110.8000,119.2280,110.1100,119.0800,113.2485,222074893,0.0000
2015-10-16,112.7300,112.7500,109.5600,111.0400,105.6022,184884970,0.0000
2015-10-09,109.8800,112.2800,108.2100,112.1200,106.6294,262432987,0.0000
2015-10-02,113.8500,114.5700,107.3100,110.3800,104.9746,311138027,0.0000
2015-09-25,113.6700,116.6900,112.3700,114.7100,109.0925,242696241,0.0000
2015-09-18,116.5800,116.8900,111.8700,113.4500,107.8942,277276007,0.0000
2015-09-11,111.6500,114.2100,109.7700,114.2100,108.6170,252662734,0.0000
2015-09-04,112.1300,114.5300,107.3600,109.2700,103.9189,298194194,0.0000
2015-08-28,94.8700,113.3100,92.0000,113.2900,107.7421,500362965,0.0000
2015-08-21,116.0400,117.6500,105.6450,105.7600,100.5808,320509056,0.0000
2015-08-14,116.5300,119.9900,109.6300,115.9600,110.2813,345185326,0.0000
2015-08-07,121.5000,122.5700,112.1000,115.5200,109.8629,384072497,0.5200
2015-07-31,123.0900,123.9100,120.9100,121.3000,114.8411,191598511,0.0000
2015-07-24,130.9700,132.9700,121.9900,124.5000,117.8707,344269021,0.0000
2015-07-17,125.0300,129.6200,124.3200,129.6200,122.7181,189245034,0.0000
2015-07-10,124.9400,126.2300,119.2200,123.2800,116.7157,275718368,0.0000
2015-07-02,125.4600,126.9400,124.4800,126.4400,119.7074,150981872,0.0000
2015-06-26,127.4900,129.8000,126.5100,126.7500,120.0009,195594004,0.0000
2015-06-19,126.1000,128.3100,125.7100,126.6000,119.8589,198525255,0.0000
2015-06-12,128.9000,130.1800,125.6200,127.1700,120.3985,220114589,0.0000
2015-06-05,131.2000,131.3900,128.3600,128.6500,121.7997,170840884,0.0000
2015-05-29,132.6000,132.9100,129.1200,130.2800,123.3429,198148567,0.0000
2015-05-22,128.3800,132.9700,128.3600,132.5400,125.4826,217297426,0.0000
2015-05-15,127.3900,129.4900,124.8200,128.7700,121.9134,208301514,0.0000
2015-05-08,129.5000,130.5700,123.3600,127.6200,120.8246,271891981,0.5200
2015-05-01,132.3100,134.5400,124.5800,128.9500,121.5790,420972321,0.0000
2015-04-24,125.5700,130.6300,125.1700,130.2800,122.8330,207440679,0.0000
2015-04-17,128.3700,128.5700,124.4600,124.7500,117.6191,171186168,0.0000
2015-04-10,124.4700,128.1218,124.3300,127.1000,119.8348,182207413,0.0000
2015-04-02,124.0500,126.4900,123.1000,125.3200,118.1565,162031791,0.0000
2015-03-27,127.1200,128.0400,122.6000,123.2500,116.2049,209326175,0.0000
2015-03-20,123.8800,129.2451,122.8700,125.9000,118.7034,266672975,0.0000
2015-03-13,127.9600,129.5700,121.6300,123.5900,116.5254,326514045,0.0000
2015-03-06,129.2500,130.2800,125.7600,126.6000,119.3634,246938492,0.0000
2015-02-27,130.0200,133.6000,126.6100,128.4600,121.1171,368216362,0.0000
2015-02-20,127.4900,129.5000,126.9200,129.4950,122.0929,194354942,0.0000
2015-02-13,118.5500,127.4800,118.4300,127.0800,119.8159,303206785,0.0000
2015-02-06,118.0500,120.5100,116.0800,118.9300,112.1318,270757404,0.4700
2015-01-30,113.7400,120.0000,109.0300,117.1600,110.0318,465842684,0.0000
2015-01-23,107.8400,113.7500,106.5000,112.9800,106.1061,198737041,0.0000
2015-01-16,112.6000,112.8000,105.2000,105.9900,99.5414,304226647,0.0000
2015-01-09,108.2900,113.2500,104.6300,112.0100,105.1951,282868187,0.0000
2015-01-02,113.7900,114.7700,107.3500,109.3300,102.6782,152088374,0.0000
2014-12-26,112.1600,114.5200,111.9700,113.9900,107.0547,119396530,0.0000
2014-12-19,110.7000,113.2400,106.2600,111.7800,104.9791,328856576,0.0000
2014-12-12,114.1000,114.8500,109.3500,109.7300,103.0539,259937920,0.0000
2014-12-05,118.8100,119.2500,111.2700,115.0000,108.0032,266701088,0.0000
2014-11-28,116.8500,119.7500,116.6200,118.9300,111.6941,100105403,0.0000
2014-11-21,114.2700,117.5700,113.3000,116.4700,109.3838,233414685,0.0000
2014-11-14,109.0200,114.1900,108.4000,114.1800,107.2331,205166680,0.0000
2014-11-07,108.2200,110.3000,107.7200,109.0100,102.3777,199952812,0.4700
2014-10-31,104.8500,108.0400,104.7000,108.0000,100.9924,220230607,0.0000
2014-10-24,98.3150,105.4900,98.2200,105.2200,98.3928,358532919,0.0000
2014-10-17,101.3300,101.7800,95.1800,97.6700,91.3327,358539741,0.0000
2014-10-10,99.9500,102.3800,98.3100,100.7300,94.1942,280258156,0.0000
2014-10-03,98.6500,101.5400,98.0400,99.6200,93.1562,247749150,0.0000
2014-09-26,101.8000,102.9400,97.7200,100.7500,94.2129,337730724,0.0000
2014-09-19,102.8100,103.0500,98.8900,100.9600,94.4092,296789500,0.0000
2014-09-12,99.3000,103.0800,96.1400,101.6600,95.0638,461559500,0.0000
2014-09-05,103.0600,103.7400,97.7900,98.9700,92.5484,322672500,0.0000
2014-08-29,101.7900,102.9000,100.7000,102.5000,95.8493,233048700,0.0000
2014-08-22,98.4900,101.4700,97.9800,101.3200,94.7459,246983800,0.0000
2014-08-15,95.2700,98.1900,94.8355,97.9800,91.6226,179363000,0.0000
2014-08-08,96.3700,96.5800,93.2800,94.7400,88.5928,223025000,0.4700
2014-08-01,97.8200,99.4400,94.8100,96.1300,89.4477,236825000,0.0000
2014-07-25,94.9900,97.8800,93.7200,97.6710,90.8815,276392000,0.0000
2014-07-18,95.8600,97.1000,92.5700,94.4300,87.8658,249075900,0.0000
2014-07-11,94.1400,96.8000,93.5200,95.2200,88.6009,231830000,0.0000
2014-07-03,92.1000,94.1000,92.0900,94.0300,87.4936,139168800,0.0000
2014-06-27,91.3200,92.0000,89.6500,91.9800,85.5861,216257000,0.0000
2014-06-20,91.5100,92.7500,90.9000,90.9100,84.5905,235227000,0.0000
2014-06-13,92.7000,95.0500,90.8800,91.2800,84.9348,293146997,0.0000
2014-06-06,633.9600,651.2600,622.5000,645.5700,85.8134,58974500,0.0000
2014-05-30,615.8800,644.1700,615.6300,633.0000,84.1425,57315800,0.0000
2014-05-23,597.8500,614.7293,597.3300,614.1300,81.6341,42229300,0.0000
2014-05-16,587.4900,597.5300,585.4000,597.5100,79.4249,37373300,0.0000
2014-05-09,590.1400,604.4099,580.3300,585.5425,77.8341,52371100,3.2900
2014-05-02,572.8000,599.4300,572.5500,592.5800,78.3313,67823800,0.0000
2014-04-25,525.3400,571.9900,523.9600,571.9400,75.6030,68937100,0.0000
2014-04-17,521.9000,527.7600,511.3300,524.9400,69.3902,34688000,0.0000
2014-04-11,528.0200,532.2400,517.1400,519.6100,68.6856,44688500,0.0000
2014-04-04,539.2300,543.4800,530.5800,531.8200,70.2996,35265900,0.0000
2014-03-28,538.4200,549.0000,534.2500,536.8600,70.9658,48584200,0.0000
2014-03-21,527.7000,536.2400,525.2001,532.8700,70.4384,43442600,0.0000
2014-03-14,528.3600,539.6600,523.0000,524.6900,69.3571,41145600,0.0000
2014-03-07,523.4200,534.7500,522.8100,530.4400,70.1172,39435800,0.0000
2014-02-28,523.1500,532.7500,515.6000,526.2400,69.5620,52533200,0.0000
2014-02-21,546.0000,551.1900,524.6000,525.2500,69.4312,41380800,0.0000
2014-02-14,518.6600,545.9799,518.0000,543.9900,71.9083,54151400,0.0000
2014-02-07,502.6100,522.9299,499.3000,519.6800,68.6949,61947700,3.0500
2014-01-31,550.0700,554.8000,493.5500,500.6000,65.7813,116661100,0.0000
2014-01-24,540.9900,557.2900,540.4200,546.0700,71.7563,55039500,0.0000
2014-01-17,529.9100,560.2000,529.8800,540.6700,71.0467,62811100,0.0000
2014-01-10,537.4500,546.8600,531.1100,532.9400,70.0309,56159800,0.0000
2014-01-03,557.4600,561.2800,540.4300,540.9800,71.0874,39423800,0.0000
2013-12-27,568.0000,571.8800,559.5000,560.0900,73.5985,39241200,0.0000
2013-12-20,555.0200,562.6389,538.8000,549.0200,72.1439,65538600,0.0000
2013-12-13,560.9001,570.9700,553.6700,554.4300,72.8548,55485500,0.0000
2013-12-06,558.0000,575.1358,550.8200,560.0200,73.5894,74759100,0.0000
2013-11-29,521.0200,558.3300,521.0000,556.0700,73.0703,46866800,0.0000
2013-11-22,524.9900,527.1900,513.6700,519.8000,68.3042,40484000,0.0000
2013-11-15,519.9900,529.2800,514.4100,524.9910,68.9864,43903200,0.0000
2013-11-08,521.1000,528.8850,512.3800,520.5600,68.4041,45541200,3.0500
2013-11-01,529.0400,539.2500,514.5400,520.0300,67.9367,74678500,0.0000
2013-10-25,511.7700,533.2300,508.0300,525.9580,68.7111,70301800,0.0000
2013-10-18,489.8300,509.2600,489.3500,508.8900,66.4814,49186000,0.0000
2013-10-11,486.5600,493.8400,478.2800,492.8120,64.3809,51831300,0.0000
2013-10-04,477.2500,492.3500,474.4110,483.0300,63.1030,53030200,0.0000
2013-09-27,496.1000,496.9100,480.7200,482.7500,63.0664,68166800,0.0000
2013-09-20,461.0000,478.5500,447.2200,467.4100,61.0624,89421200,0.0000
2013-09-13,505.0000,507.9200,464.7000,464.9000,60.7345,95909500,0.0000
2013-09-06,493.1000,502.2400,487.3500,498.2200,65.0874,45459100,0.0000
2013-08-30,500.7500,510.2000,486.0000,487.2160,63.6499,56239900,0.0000
2013-08-23,504.3400,513.7400,498.2000,501.0200,65.4532,59715200,0.0000
2013-08-16,456.8600,504.2500,456.6300,502.3300,65.6244,101976700,0.0000
2013-08-09,464.6900,471.8900,453.6500,454.4500,59.3693,52686200,3.0500
2013-08-02,440.8000,462.8500,440.2000,462.5400,60.0291,48624000,0.0000
2013-07-26,429.4600,444.5900,418.7100,440.9900,57.2323,57099100,0.0000
2013-07-19,425.0100,434.8700,424.1700,424.9500,55.1506,40894500,0.0000
2013-07-12,420.1100,429.7900,410.3800,426.5100,55.3530,54928000,0.0000
2013-07-05,402.6900,423.2900,401.2200,417.4200,54.1733,49138300,0.0000
2013-06-28,407.4000,408.6600,388.8700,396.5300,51.4622,74228400,0.0000
2013-06-21,431.4400,435.7000,408.1001,413.5000,53.6646,57278900,0.0000
2013-06-14,444.7300,449.0790,428.5000,430.0500,55.8125,55685400,0.0000
2013-06-07,450.7300,454.4300,432.7700,441.8110,57.3388,63469300,0.0000
2013-05-31,449.9000,457.1000,439.4000,449.7350,58.3672,51948000,0.0000
2013-05-24,431.9100,448.3499,430.1000,445.1500,57.7722,70708100,0.0000
2013-05-17,451.5100,457.9000,418.9000,433.2600,56.2291,90599600,0.0000
2013-05-10,455.7100,465.7500,450.4800,452.9700,58.7871,78083300,3.0500
2013-05-03,420.4500,453.2300,420.0000,449.9800,58.0116,93639400,0.0000
2013-04-26,392.6400,418.7690,391.2750,417.2050,53.7863,114740900,0.0000
2013-04-19,427.0000,427.8900,385.1000,390.5300,50.3473,101568600,0.0000
2013-04-12,424.8500,437.9900,422.4900,429.8000,55.4100,55369600,0.0000
2013-04-05,441.9000,443.6980,419.6800,423.2000,54.5592,72307500,0.0000
2013-03-28,464.6900,469.9500,441.6200,442.6600,57.0679,56053800,0.0000
2013-03-22,441.4500,462.1000,441.2000,461.9100,59.5497,79285500,0.0000
2013-03-15,429.7499,444.2300,425.1400,443.6600,57.1969,81911900,0.0000
2013-03-08,427.8000,435.4300,419.0000,431.7200,55.6576,90764100,0.0000
2013-03-01,453.8500,455.1200,429.9800,430.4700,55.4964,83442600,0.0000
2013-02-22,461.1000,462.7300,442.8200,450.8100,58.1186,60354400,0.0000
2013-02-15,476.5000,484.9400,459.9200,460.1600,59.3241,83884700,0.0000
2013-02-08,453.9100,478.8100,442.0000,474.9800,61.2347,106496800,2.6500
2013-02-01,437.8250,462.6000,435.8600,453.6200,58.1518,94023200,0.0000
2013-01-25,504.5600,514.9900,435.0000,439.8800,56.3904,142569100,0.0000
2013-01-18,502.6800,510.7500,483.3800,500.0000,64.0975,115299500,0.0000
2013-01-11,522.0000,531.8900,515.2000,520.3000,66.6998,82218600,0.0000
2013-01-04,510.5300,555.0000,509.0000,527.0000,67.5587,77403900,0.0000
2012-12-28,520.3500,524.2500,504.6600,509.5892,65.3268,45985300,0.0000
2012-12-21,508.9300,534.9000,501.2300,519.3300,66.5755,103950700,0.0000
2012-12-14,525.0000,549.5600,505.5800,509.7940,65.3530,119457600,0.0000
2012-12-07,593.6500,594.5900,518.6300,533.2500,68.3600,140365700,0.0000
2012-11-30,575.9000,594.2500,572.2600,585.2800,75.0299,92528300,0.0000
2012-11-23,540.7097,572.0000,539.8800,571.5000,73.2634,75425000,0.0000
2012-11-16,554.1500,554.5000,505.7501,527.6780,67.6457,127954500,0.0000
2012-11-09,583.5150,590.7400,533.7200,547.0600,70.1303,131562900,2.6500
2012-11-02,594.8800,603.0000,574.7500,576.8000,73.5933,52524100,0.0000
2012-10-26,612.4200,635.3800,591.0000,604.0000,77.0638,124541500,0.0000
2012-10-19,632.3500,652.7900,609.6200,609.8400,77.8089,92572200,0.0000
2012-10-12,646.8800,647.5600,623.5500,629.7140,80.3446,106894400,0.0000
2012-10-05,671.5000,676.7500,650.6500,652.5900,83.2633,91450000,0.0000
2012-09-28,686.8600,695.1200,660.3500,667.1050,85.1153,102295000,0.0000
2012-09-21,699.3500,705.0700,693.6200,700.0950,89.3244,71663100,0.0000
2012-09-14,680.4500,696.9800,656.0000,691.2800,88.1997,103680300,0.0000
2012-09-07,665.7600,682.4800,664.5000,680.4400,86.8167,50897500,0.0000
2012-08-31,679.9900,680.8700,657.2500,665.2400,84.8773,54937600,0.0000
2012-08-24,650.0100,674.8800,648.1100,663.2220,84.6198,101746300,0.0000
2012-08-17,623.3900,648.1900,623.2500,648.1100,82.6917,56201400,0.0000
2012-08-10,617.2900,625.0000,615.2600,621.7000,79.3221,44779900,2.6500
2012-08-03,590.9200,617.9800,587.8200,615.7000,78.2226,67966100,0.0000
2012-07-27,594.4000,609.6800,570.0000,585.1600,74.3426,97892500,0.0000
2012-07-20,605.1200,615.3500,603.1500,604.3000,76.7743,60068500,0.0000
2012-07-13,605.3000,619.8700,592.6800,604.9700,76.8594,75005500,0.0000
2012-07-06,584.7300,614.3400,583.6000,605.8800,76.9750,55182800,0.0000
2012-06-29,577.3000,584.0000,565.6100,584.0000,74.1952,53151900,0.0000
2012-06-22,570.9600,590.0000,570.3700,582.1000,73.9538,63270800,0.0000
2012-06-15,587.7200,588.5000,566.7000,574.1300,72.9413,71466200,0.0000
2012-06-08,561.5000,580.5840,548.5000,580.3200,73.7277,74069600,0.0000
2012-06-01,570.9000,581.5000,560.5200,560.9900,71.2719,68664300,0.0000
2012-05-25,534.5000,576.5000,534.0500,562.2900,71.4371,97700400,0.0000
2012-05-18,562.5700,567.5100,522.1800,530.3800,67.3830,101406100,0.0000
2012-05-11,561.5000,575.8800,558.7300,566.7100,71.9986,77529300,0.0000
2012-05-04,597.8000,598.4000,565.1700,565.2500,71.8131,88038400,0.0000
2012-04-27,570.6100,618.0000,555.0000,603.0000,76.6091,138973100,0.0000
2012-04-20,610.0600,620.2500,570.4200,572.9800,72.7952,174876800,0.0000
2012-04-13,626.1300,644.0000,603.5100,605.2300,76.8924,130637800,0.0000
2012-04-05,601.8300,634.6600,600.3800,633.6800,80.5069,94542500,0.0000
2012-03-30,599.7900,621.4500,595.2600,599.5500,76.1708,114200300,0.0000
2012-03-23,598.3700,609.6500,582.0000,596.0500,75.7261,122010700,0.0000
2012-03-16,548.9820,600.0100,547.0000,585.5700,74.3947,160792400,0.0000
2012-03-09,545.4200,547.7400,516.2210,545.1700,69.2620,119759300,0.0000
2012-03-02,521.3100,548.2100,516.2800,545.1800,69.2633,114820100,0.0000
2012-02-24,506.8800,522.9000,504.1200,522.4100,66.3704,73999900,0.0000
2012-02-17,499.5300,526.2900,486.6300,502.1200,63.7927,141574700,0.0000
2012-02-10,458.3800,497.6200,458.2010,493.4200,62.6873,88894400,0.0000
2012-02-03,445.7100,460.0000,445.3900,459.6800,58.4008,54088100,0.0000
2012-01-27,422.6700,454.4500,419.5500,447.2800,56.8254,86989600,0.0000
2012-01-20,424.2000,431.3690,419.7500,420.3000,53.3977,42692900,0.0000
2012-01-13,425.5001,427.7500,418.6600,419.8100,53.3354,46639800,0.0000
2012-01-06,409.4000,422.7500,409.0000,422.4000,53.6645,41135900,0.0000
2011-12-30,403.1000,409.0900,400.5100,405.0000,51.4539,31763500,0.0000
2011-12-23,382.4700,403.5900,380.4800,403.3300,51.2417,46694700,0.0000
2011-12-16,391.6800,395.4000,377.6800,381.0200,48.4073,61591500,0.0000
2011-12-09,393.4900,396.4100,386.7625,393.6200,50.0081,57818000,0.0000
2011-12-02,372.3500,393.6299,370.2000,389.7000,49.5101,67658700,0.0000
2011-11-25,370.4000,377.9300,363.3200,363.5700,46.1903,55001200,0.0000
2011-11-18,383.5201,391.1400,374.8800,374.9400,47.6349,73741600,0.0000
